0,1,2,3,4
2012-06-08 21:05:11,2012-06-09 14:12:59,58,Puerto Natales,"798
"
2021-04-06 00:21:38,,99,Corral,"799
"
2021-06-02 13:07:11,,186,Antofagasta,"800
"
2021-05-26 21:00:42,,7,Coronel,"801
"
2018-10-11 04:54:28,2018-10-11 19:36:55,174,Ancud,"802
"
2019-12-27 20:24:43,2019-12-28 12:42:01,178,Caleta Patillos,"803
"
2021-06-30 03:51:12,,72,Cabo Negro,"804
"
2021-04-11 16:01:26,,103,Calderilla,"805
"
2020-09-11 18:03:29,,31,Coronel,"806
"
2014-05-03 12:10:48,2014-05-12 04:34:28,38,Isla Guarello,"807
"
2017-03-08 17:47:08,2017-03-09 13:32:15,180,La Serena,"808
"
2012-05-24 13:19:47,2012-06-04 08:21:47,135,Port Williams,"809
"
2014-07-01 08:53:57,2014-07-02 06:19:10,141,Taltal,"810
"
2019-04-29 01:13:30,2019-04-29 21:02:46,218,Mejillones,"811
"
2017-02-12 01:20:01,2017-02-26 18:42:12,57,Lirquen,"812
"
2013-09-15 21:11:56,2013-09-16 15:06:51,143,Quellon,"813
"
2017-03-02 11:32:05,2017-03-03 06:36:44,157,Quintero,"814
"
2018-10-08 01:43:35,2018-10-08 18:29:14,52,Chacabuco,"815
"
2013-03-09 14:02:05,2013-03-10 11:51:38,104,Mejillones,"816
"
2020-11-21 03:49:49,,150,Quemchi,"817
"
2018-07-27 06:46:22,2018-08-06 23:44:11,122,Quintero,"818
"
2018-12-25 22:12:53,2019-01-07 14:50:54,178,Punta Arenas,"819
"
2012-12-20 23:03:27,2012-12-21 22:01:56,176,Barquito,"820
"
2017-08-05 05:38:57,2017-08-05 19:36:42,189,Guayacan,"821
"
2020-10-17 21:47:40,,47,Valdivia,"822
"
2021-05-05 05:11:36,,226,Antofagasta,"823
"
2015-06-17 22:38:12,2015-06-25 15:51:56,39,Quellon,"824
"
2013-10-17 17:36:32,2013-10-18 11:40:54,209,Balmaceda,"825
"
2010-12-17 10:28:04,2010-12-18 02:01:47,36,Ancud,"826
"
2021-04-30 02:43:38,,58,Tocopilla,"827
"
2016-08-17 06:32:12,2016-08-18 03:31:46,35,Mejillones,"828
"
2020-12-29 02:49:07,,202,Huasco,"829
"
2021-06-22 18:14:59,,157,Lirquen,"830
"
2010-06-15 06:57:36,2010-06-15 22:54:35,90,Caldera,"831
"
2014-06-14 17:59:20,2014-06-20 09:29:04,31,Cabo Negro,"832
"
2015-10-04 05:37:15,2015-10-14 04:12:50,16,Calderilla,"833
"
2021-08-24 16:17:28,,248,Corral,"834
"
2012-01-30 17:41:19,2012-01-31 10:09:29,158,Puerto Montt,"835
"
2020-10-25 01:00:16,,44,Guayacan,"836
"
2014-12-27 01:19:40,2014-12-27 16:20:07,24,Iquique,"837
"
2012-02-01 16:00:51,2012-02-08 13:07:44,171,Cruz Grande,"838
"
2016-03-27 11:33:13,2016-04-03 07:04:38,128,Puerto Montt,"839
"
2018-07-01 13:26:15,2018-07-02 06:30:35,186,Cruz Grande,"840
"
2020-12-07 09:39:30,,237,Lota,"841
"
2014-03-13 17:17:39,2014-03-14 08:08:50,191,Cabo Negro,"842
"
2013-10-22 04:52:19,2013-10-23 00:42:04,185,Caldera,"843
"
2017-08-25 02:24:02,2017-08-25 22:28:03,63,Tocopilla,"844
"
2011-05-11 11:56:12,2011-05-25 05:46:30,70,Caleta Coloso,"845
"
2014-10-06 07:07:24,2014-10-06 21:30:22,197,Chacabuco,"846
"
2018-11-01 23:11:19,2018-11-02 16:44:20,73,nombre,"847
"
2019-07-13 17:35:12,2019-07-24 11:49:01,3,Arica,"848
"
2020-12-02 17:01:05,,143,Puerto Chacabuco,"849
"
2020-11-09 07:12:28,,231,Valdivia,"850
"
2021-07-28 06:47:43,,22,Puerto Montt,"851
"
2021-01-08 17:15:02,,77,Puerto Angamos,"852
"
2020-11-18 13:16:56,,175,Puerto Montt,"853
"
2019-08-02 19:14:01,2019-08-03 12:27:29,83,Corral,"854
"
2019-01-17 08:45:59,2019-01-18 05:33:17,219,Iquique,"855
"
2012-11-04 17:31:26,2012-11-05 10:31:42,35,Puerto Montt,"856
"
2014-07-19 18:11:01,2014-07-20 16:16:19,222,Arica,"857
"
2012-07-19 01:41:47,2012-08-02 16:09:23,78,Puerto Angamos,"858
"
2020-07-15 03:32:51,2020-07-24 18:25:05,160,Quintero,"859
"
2017-08-13 05:59:37,2017-08-13 20:42:16,119,Caldera,"860
"
2021-04-07 19:57:46,,39,Arica,"861
"
2020-11-28 20:50:03,,14,Mejillones,"862
"
2010-11-10 06:32:49,2010-11-15 23:44:09,160,Chacabuco,"863
"
2021-04-03 01:49:47,,243,Puerto Angamos,"864
"
2015-01-15 19:06:23,2015-01-16 10:54:23,91,Barquito,"865
"
2021-03-16 14:54:25,,194,Calderilla,"866
"
2020-08-06 07:17:14,2020-08-07 02:16:13,232,Cabo Negro,"867
"
2021-07-09 01:26:55,,155,Tocopilla,"868
"
2020-09-17 20:34:36,,148,Taltal,"869
"
2017-06-05 17:58:59,2017-06-06 12:24:31,110,Antofagasta,"870
"
2017-12-07 06:39:23,2017-12-19 23:14:29,193,Arica,"871
"
2021-02-24 21:31:19,,28,Antofagasta,"872
"
2014-03-22 19:05:39,2014-03-23 13:48:16,101,Isla Guarello,"873
"
2017-05-30 03:38:16,2017-06-12 18:38:29,135,Coronel,"874
"
2013-07-24 00:33:44,2013-07-24 17:29:13,80,Huasco,"875
"
2021-08-16 23:53:29,,67,Arica,"876
"
2019-04-11 20:43:12,2019-04-20 17:52:59,121,valparaiso,"877
"
2010-09-14 12:54:33,2010-09-29 06:00:04,20,valparaiso,"878
"
2019-03-07 01:50:08,2019-03-18 18:16:06,194,San Antonio,"879
"
2015-06-16 13:31:45,2015-06-28 11:07:19,170,Lota,"880
"
2011-08-25 20:48:53,2011-09-04 13:12:21,82,Huasco,"881
"
2021-02-02 03:02:08,,50,Puerto Angamos,"882
"
2016-12-23 15:19:51,2016-12-24 11:54:57,56,Guayacan,"883
"
2021-07-22 17:00:32,,155,Port Williams,"884
"
2013-05-26 12:29:53,2013-05-27 09:45:49,206,nombre,"885
"
2021-07-08 01:12:54,,149,Quintero,"886
"
2013-09-05 14:23:50,2013-09-06 13:17:17,99,Isla de Pascua,"887
"
2013-02-04 01:35:43,2013-02-04 19:25:14,73,Antofagasta,"888
"
2016-02-11 09:24:29,2016-02-24 05:19:45,9,Mejillones,"889
"
2018-11-27 18:54:41,2018-12-09 10:29:06,130,Quintero,"890
"
2015-04-14 00:14:04,2015-04-14 20:37:34,116,Puerto Natales,"891
"
2013-09-15 03:57:09,2013-09-16 01:03:35,70,Arica,"892
"
